idx,batch,type,class,priority,english,garo,confidence,discrepancy_codes,discrepancy_detail,nv_refs,rule_refs,owner_directive,native_cited
158,1,WORD,A,P2,five,Bonga,verified_high,D2,3 distinct English glosses under Garo form 'Bonga',NV-137;NV-138,,True,True
159,1,WORD,A,P2,six,Dok,verified_high,D2,3 distinct English glosses under Garo form 'Dok',,,True,False
160,1,WORD,A,P2,seven,Sni,verified_high,D2,3 distinct English glosses under Garo form 'Sni',,,True,False
161,1,WORD,A,P2,eight,Chet,verified_high,D2,3 distinct English glosses under Garo form 'Chet',,,True,False
162,1,WORD,A,P2,nine,Sku,verified_high,D2,3 distinct English glosses under Garo form 'Sku',,,True,False
163,1,WORD,A,P2,ten,Chiking,verified_high,D2,4 distinct English glosses under Garo form 'Chiking',,,True,False
164,1,WORD,A,P2,eleven,Chi·sa,verified_high,D2;D4;D8,2 distinct English glosses under Garo form 'Chi·sa' | notes declare SUPERSEDED but confidence field does not read 'superseded' | notes explicitly flag an unresolved tension/contradiction,,,True,True
165,1,WORD,A,P2,twelve,Chi·gni,verified_high,D2;D4;D8,2 distinct English glosses under Garo form 'Chi·gni' | notes declare SUPERSEDED but confidence field does not read 'superseded' | notes explicitly flag an unresolved tension/contradiction,,,True,True
166,1,WORD,A,P2,thirteen,Chi·gittam,verified_high,D2;D4;D8,2 distinct English glosses under Garo form 'Chi·gittam' | notes declare SUPERSEDED but confidence field does not read 'superseded' | notes explicitly flag an unresolved tension/contradiction,,,True,True
167,1,WORD,A,P2,fourteen,Chi·bri,verified_high,D2;D4;D8,2 distinct English glosses under Garo form 'Chi·bri' | notes declare SUPERSEDED but confidence field does not read 'superseded' | notes explicitly flag an unresolved tension/contradiction,,,True,True
168,1,WORD,A,P2,fifteen,Chi·bonga,verified_high,D2;D4;D8,2 distinct English glosses under Garo form 'Chi·bonga' | notes declare SUPERSEDED but confidence field does not read 'superseded' | notes explicitly flag an unresolved tension/contradiction,,,True,True
169,1,WORD,A,P2,sixteen,Chi·dok,verified_high,D2;D4;D8,2 distinct English glosses under Garo form 'Chi·dok' | notes declare SUPERSEDED but confidence field does not read 'superseded' | notes explicitly flag an unresolved tension/contradiction,,,True,True
170,1,WORD,A,P2,seventeen,Chi·sni,verified_high,D2;D4;D8,2 distinct English glosses under Garo form 'Chi·sni' | notes declare SUPERSEDED but confidence field does not read 'superseded' | notes explicitly flag an unresolved tension/contradiction,,,True,True
171,1,WORD,A,P2,eighteen,Chi·chet,verified_high,D2;D4;D8,2 distinct English glosses under Garo form 'Chi·chet' | notes declare SUPERSEDED but confidence field does not read 'superseded' | notes explicitly flag an unresolved tension/contradiction,,,True,True
172,1,WORD,A,P2,nineteen,Chi·sku,verified_high,D2;D4;D8,2 distinct English glosses under Garo form 'Chi·sku' | notes declare SUPERSEDED but confidence field does not read 'superseded' | notes explicitly flag an unresolved tension/contradiction,,,True,True
173,1,WORD,A,P2,twenty,Kolgrik,verified_high,D2,2 distinct English glosses under Garo form 'Kolgrik',,,True,False
174,1,WORD,A,P2,twenty-one,Kolgrik·sa,unverified,D2,2 distinct English glosses under Garo form 'Kolgrik·sa',,,False,False
175,1,WORD,A,P2,thirty,Kolatchi,verified_high,D2,2 distinct English glosses under Garo form 'Kolatchi',,,True,False
176,1,WORD,A,P2,forty,Sotbri,verified_high,D2,2 distinct English glosses under Garo form 'Sotbri',,,True,False
177,1,WORD,A,P2,fifty,Sotbonga,verified_high,D2,2 distinct English glosses under Garo form 'Sotbonga',,,True,False
178,1,WORD,A,P2,sixty,Sotdok,verified_high,D2,2 distinct English glosses under Garo form 'Sotdok',,,True,False
179,1,WORD,A,P2,seventy,Sotsni,verified_high,D2,2 distinct English glosses under Garo form 'Sotsni',,,True,False
180,1,WORD,A,P2,eighty,Sotchet,verified_high,D2,2 distinct English glosses under Garo form 'Sotchet',,,True,False
181,1,WORD,A,P2,ninety,Sotsku,verified_high,D2,2 distinct English glosses under Garo form 'Sotsku',,,True,False
182,1,WORD,A,P2,hundred,Ritchasa,unverified,D2,3 distinct English glosses under Garo form 'Ritchasa',,,False,False
183,1,PHRASE,A,P2,one thousand,Hajalsa,verified_high,D2,2 distinct English glosses under Garo form 'Hajalsa',,,True,False
184,1,PHRASE,A,P2,first (ordinal),Chipprangni,unverified,D2,2 distinct English glosses under Garo form 'Chipprangni',,,False,False
185,1,PHRASE,A,P2,second (ordinal),Gni·prangni,unverified,D2,2 distinct English glosses under Garo form 'Gni·prangni',,,False,False
186,1,PHRASE,A,P2,third (ordinal),Gittam·prangni,unverified,D2,2 distinct English glosses under Garo form 'Gittam·prangni',,,False,False
187,1,WORD,A,P2,last,Baksangni,superseded,D5;D1;D2,4 record(s) differ only by english capitalization | 5 distinct Garo forms under English key 'last' | 2 distinct English glosses under Garo form 'Baksangni',,,False,False
188,1,WORD,A,P2,half,Jatchi,superseded,D5;D1;D2,4 record(s) differ only by english capitalization | 5 distinct Garo forms under English key 'half' | 3 distinct English glosses under Garo form 'Jatchi',,,False,False
189,1,WORD,A,P2,quarter,Daldal,unverified,D2,2 distinct English glosses under Garo form 'Daldal',,,False,False
190,1,WORD,A,P2,double,Gni·bita,unverified,D2,2 distinct English glosses under Garo form 'Gni·bita',,,False,False
191,1,PHRASE,A,P2,zero / none,Bangbang / Ong·ja,unverified,D2,2 distinct English glosses under Garo form 'Bangbang / Ong·ja',,,False,False
192,1,PHRASE,A,P2,hello / greetings,Salam / Namengama,unverified,D2,3 distinct English glosses under Garo form 'Salam / Namengama',,,False,False
193,1,SENTENCE,A,P2,how are you?,Na·a namengama?,unverified,D2,2 distinct English glosses under Garo form 'Na·a namengama?',,,False,False
194,1,PHRASE,A,P2,i am fine,Anga namenga.,superseded,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'i am fine' | 3 distinct English glosses under Garo form 'Anga namenga.',,,False,False
195,1,PHRASE,A,P2,thank you,Mittela.,verified_high,D2,3 distinct English glosses under Garo form 'Mittela.',NV-089,,True,True
196,1,SENTENCE,A,P2,what is your name?,Nang bimung maia?,superseded,D5;D1;D2,2 record(s) differ only by english capitalization | 3 distinct Garo forms under English key 'what is your name?' | 2 distinct English glosses under Garo form 'Nang bimung maia?',,,False,False
197,1,SENTENCE,A,P2,my name is...,Angni bimungara...,verified_high,D2,2 distinct English glosses under Garo form 'Angni bimungara...',NV-089,,True,True
198,1,SENTENCE,A,P2,where are you going?,Na·a bachi re·angenga?,,D2,2 distinct English glosses under Garo form 'Na·a bachi re·angenga?',NV-047,RULE-044,True,False
199,1,SENTENCE,C,,where are you?,Na·ara bano?,verified_high,,,NV-047,RULE-044,True,False
200,1,PHRASE,A,P2,good morning,Pringnam.,verified_high,D2,2 distinct English glosses under Garo form 'Pringnam.',NV-089,,True,True
201,1,PHRASE,A,P2,good night,Walnam.,verified_high,D2,2 distinct English glosses under Garo form 'Walnam.',NV-089,,True,True
202,1,WORD,A,P2,yes,Oe,superseded,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'yes' | 2 distinct English glosses under Garo form 'Oe',NV-095,,False,True
203,1,WORD,A,P2,no,Ong·ja,superseded,D3;D6;D1;D2,"1 other record(s) share identical (english,garo) | raka/orthography-only Garo variant under same English key | 4 distinct Garo forms under English key 'no' | 3 distinct English glosses under Garo form 'Ong·ja'",NV-094,,False,False
204,1,WORD,A,P2,please,Ka·sapae.,verified_high,D2,2 distinct English glosses under Garo form 'Ka·sapae.',NV-089,,True,True
205,1,PHRASE,A,P1,i don't know,Anga uija.,verified_high,D5;D1;D2;D7;D4;D8;D10,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'i don't know' | 2 distinct English glosses under Garo form 'Anga uija.' | 2 verified_high candidates tied under 'i don't know' | notes declare SUPERSEDED but confidence field does not read 'superseded' | notes explicitly flag an unresolved tension/contradiction | notes reference a cross-layer (runtime/compile) representation,NV-087;NV-097;NV-098,,False,True
206,1,PHRASE,A,P2,come here,Ianona re·babo.,superseded,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'come here' | 2 distinct English glosses under Garo form 'Ianona re·babo.',,,False,False
207,1,PHRASE,A,P2,tasty / delicious,Toa,unverified,D2,5 distinct English glosses under Garo form 'Toa',,,False,False
208,1,PHRASE,A,P2,not tasty,Touja,unverified,D2,2 distinct English glosses under Garo form 'Touja',,,False,False
209,1,WORD,A,P2,sweet,Chi·a,superseded,D3;D6;D2,"1 other record(s) share identical (english,garo) | raka/orthography-only Garo variant under same English key | 3 distinct English glosses under Garo form 'Chi·a'",,,False,False
210,1,WORD,A,P2,sour,Mesenga,superseded,D3;D6;D2,"1 other record(s) share identical (english,garo) | raka/orthography-only Garo variant under same English key | 2 distinct English glosses under Garo form 'Mesenga'",,,False,False
211,1,WORD,A,P2,bitter,Ka·a,superseded,D3;D6;D2,"1 other record(s) share identical (english,garo) | raka/orthography-only Garo variant under same English key | 7 distinct English glosses under Garo form 'Ka·a'",,,False,False
212,1,WORD,A,P2,salty,Kari nanga,unverified,D2,2 distinct English glosses under Garo form 'Kari nanga',,,False,False
213,1,PHRASE,A,P2,salt (noun),Kari,verified_high,D2;D8;D10,4 distinct English glosses under Garo form 'Kari' | notes explicitly flag an unresolved tension/contradiction | notes reference a cross-layer (runtime/compile) representation,NV-055,,False,True
214,1,WORD,A,P2,spicy,Jal·ik saa,superseded,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'spicy' | 2 distinct English glosses under Garo form 'Jal·ik saa',,,False,False
215,1,WORD,A,P2,astringent,Ka·baka,unverified,D2,2 distinct English glosses under Garo form 'Ka·baka',,,False,False
216,1,PHRASE,A,P2,bland / tasteless,Chibroka,verified_high,D2,5 distinct English glosses under Garo form 'Chibroka',NV-091,,True,True
217,1,PHRASE,A,P2,smelly / stinky,Senga,unverified,D2,9 distinct English glosses under Garo form 'Senga',,,False,False
218,1,PHRASE,A,P2,to fall (from height),Ga·aka,unverified,D2,4 distinct English glosses under Garo form 'Ga·aka',,,False,False
219,1,PHRASE,A,P2,to fall (stumble/trip),Nang·ting·a,unverified,D2,2 distinct English glosses under Garo form 'Nang·ting·a',,,False,False
220,1,PHRASE,A,P2,to fall (slip),Ga·soltap,unverified,D2,2 distinct English glosses under Garo form 'Ga·soltap',,,False,False
221,1,PHRASE,A,P2,to fall (collapse),Be·a,unverified,D2,3 distinct English glosses under Garo form 'Be·a',,,False,False
222,1,PHRASE,A,P2,to drop (something),Ga·akata,unverified,D2,2 distinct English glosses under Garo form 'Ga·akata',,,False,False
223,1,PHRASE,A,P2,to roll,Romroma,unverified,D5;D1;D2,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'to roll' | 3 distinct English glosses under Garo form 'Romroma',,,False,False
224,1,PHRASE,A,P2,to jump,Bildoa,unverified,D2,3 distinct English glosses under Garo form 'Bildoa',,,False,False
225,1,PHRASE,A,P2,to shake,Moa,unverified,D2,3 distinct English glosses under Garo form 'Moa',,,False,False
226,1,PHRASE,A,P2,to move (something),De·jita,unverified,D2,4 distinct English glosses under Garo form 'De·jita',,,False,False
227,1,PHRASE,A,P2,to feel (general),Ui·a,unverified,D2,4 distinct English glosses under Garo form 'Ui·a',,,False,False
228,1,PHRASE,A,P2,to feel (emotionally),Gisik·o nanga,unverified,D2,3 distinct English glosses under Garo form 'Gisik·o nanga',,,False,False
229,1,PHRASE,A,P2,to hurt (pain),Sa·dika,unverified,D2,6 distinct English glosses under Garo form 'Sa·dika',,,False,False
230,1,PHRASE,A,P2,to hurt (injure),Mata,unverified,D2,7 distinct English glosses under Garo form 'Mata',,,False,False
231,1,PHRASE,A,P2,to hurt (feelings),Saknaata,unverified,D2,2 distinct English glosses under Garo form 'Saknaata',,,False,False
232,1,PHRASE,A,P2,to touch,Dangtapa,unverified,D2,2 distinct English glosses under Garo form 'Dangtapa',,,False,False
233,1,PHRASE,A,P2,to pinch,Se·eta,unverified,D2,3 distinct English glosses under Garo form 'Se·eta',,,False,False
234,1,PHRASE,A,P2,to scratch (body),Brika,unverified,D2,4 distinct English glosses under Garo form 'Brika',,,False,False
235,1,PHRASE,A,P2,to scratch (object),Siksika,unverified,D2,3 distinct English glosses under Garo form 'Siksika',,,False,False
236,1,PHRASE,A,P2,to itch,Ka·kita,unverified,D2,4 distinct English glosses under Garo form 'Ka·kita',,,False,False
237,1,SENTENCE,A,P2,to burn (sting like chili),So·soa,unverified,D2,2 distinct English glosses under Garo form 'So·soa',,,False,False
238,1,PHRASE,A,P2,to heal,An·sengpila,unverified,D2,2 distinct English glosses under Garo form 'An·sengpila',,,False,False
239,1,WORD,A,P2,open,Oa,verified_high,D5;D1;D2;D10,3 record(s) differ only by english capitalization | 4 distinct Garo forms under English key 'open' | 2 distinct English glosses under Garo form 'Oa' | notes reference a cross-layer (runtime/compile) representation,NV-080,,False,True
240,1,WORD,A,P2,close,Chip·a,verified_high,D5;D1;D2;D10,4 record(s) differ only by english capitalization | 5 distinct Garo forms under English key 'close' | 4 distinct English glosses under Garo form 'Chip·a' | notes reference a cross-layer (runtime/compile) representation,NV-080,,False,True
241,1,WORD,A,P2,push,Jitpaka,superseded,D3;D6;D1;D2,"1 other record(s) share identical (english,garo) | raka/orthography-only Garo variant under same English key | 5 distinct Garo forms under English key 'push' | 2 distinct English glosses under Garo form 'Jitpaka'",,,False,False
242,1,PHRASE,A,P2,pull / drive,Sal·a (⚠ same word),unverified,D2,2 distinct English glosses under Garo form 'Sal·a (⚠ same word)',,,False,False
243,1,PHRASE,A,P2,break (glass/stick),Be·ata,unverified,D2,3 distinct English glosses under Garo form 'Be·ata',,,False,False
244,1,PHRASE,A,P2,tear (paper/cloth),Gritt·a,unverified,D2,2 distinct English glosses under Garo form 'Gritt·a',,,False,False
245,1,WORD,A,P2,throw,Goata / Gal·a,superseded,D5;D1;D2,4 record(s) differ only by english capitalization | 5 distinct Garo forms under English key 'throw' | 2 distinct English glosses under Garo form 'Goata / Gal·a',,,False,False
246,1,WORD,A,P2,catch,Rim·a,superseded,D3;D6;D1;D2,"1 other record(s) share identical (english,garo) | raka/orthography-only Garo variant under same English key | 3 distinct Garo forms under English key 'catch' | 10 distinct English glosses under Garo form 'Rim·a'",NV-080,,False,False
