cluster_id,normalized_english,row_index,english,garo,confidence,category,pos,classifier,duplicate_kind,notes
"42","crow","92","crow","Do·ka","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'crow' is 'do·oka'. Retained per citation discipline, not deleted."
"42","crow","2661","Crow","do·oka","verified_high","animals","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-17 (Thangseng relay, pickPrimary consolidated batch, NV-080)."
"42","crow","2662","Crow","ga·ak·a","superseded","animals","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'crow' is 'do·oka'. Retained per citation discipline, not deleted."
"42","crow","2663","Crow","gi·sik·a","superseded","animals","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'crow' is 'do·oka'. Retained per citation discipline, not deleted."
"43","hen","93","hen","Do·bit","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'hen' has VERIFIED/HIGH form(s) ['do·obi·ma']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"43","hen","2791","Hen","do·obi·ma","verified_high","animals","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"44","rooster","94","rooster","Do·bi","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'rooster' has VERIFIED/HIGH form(s) ['do·obi·pa']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"44","rooster","3000","Rooster","do·obi·pa","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"45","duck","95","duck","Do·gep","superseded","animals","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'duck' is 'do·ogep'. Retained per citation discipline, not deleted."
"45","duck","2698","Duck","do·ogep","verified_high","animals","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-17 (Thangseng relay, pickPrimary consolidated batch, NV-080)."
"45","duck","2699","Duck","do·oja·rak","superseded","animals","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'duck' is 'do·ogep'. Retained per citation discipline, not deleted."
"45","duck","2700","Duck","ga·gak","superseded","animals","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'duck' is 'do·ogep'. Retained per citation discipline, not deleted."
"46","owl","96","owl","Do·po","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'owl' is 'do·opo'. Retained per citation discipline, not deleted."
"46","owl","2916","Owl","do·opo","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-17 (Thangseng relay, pickPrimary consolidated batch, NV-080)."
"46","owl","2917","Owl","pe·cha","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'owl' is 'do·opo'. Retained per citation discipline, not deleted."
"47","eagle","97","eagle","Do·reng","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'eagle' has VERIFIED/HIGH form(s) ['ku·ru·ak']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"47","eagle","2701","Eagle","ku·ru·ak","verified_high","animals","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"48","pigeon","99","pigeon","Do·bak","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-17 (Thangseng relay, pickPrimary consolidated batch, NV-080)."
"48","pigeon","2933","Pigeon","do·ogu·gu","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'pigeon' is 'Do·bak'. Retained per citation discipline, not deleted."
"48","pigeon","2934","Pigeon","do·oku·ru","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'pigeon' is 'Do·bak'. Retained per citation discipline, not deleted."
"48","pigeon","2935","Pigeon","ho·ri·gol","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'pigeon' is 'Do·bak'. Retained per citation discipline, not deleted."
"49","peacock","100","peacock","Do·de","superseded","general","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'peacock' has VERIFIED/HIGH form(s) ['do·odi']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"49","peacock","2924","Peacock","do·odi","verified_high","uncategorized","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"50","eat","102","eat","Cha·a","superseded","food","","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'eat' has VERIFIED/HIGH form(s) ['cha·a']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"50","eat","2707","Eat","cha·a","verified_high","food","","","multiple-Garo candidate group","variant/VERIFIED/HIGH"
"51","want to eat","105","want to eat","cha·na ska·","superseded","food","","","multiple-Garo candidate group","SUPERSEDED 2026-09-09 (Claude A) — Thangseng directly confirmed (via Tridip, WhatsApp) 'ska' takes no trailing raka dot: 'want to eat = cha.na ska'. Contradicts the 2026-08-12 Project Owner-input dot. See 'want to eat'->'cha·na ska' (VERIFIED/HIGH, this session, derived by subject-drop from 'i want to eat'->'Anga cha·na ska', NV-153) and NV-153 for full citation. Retained per citation discipline, not deleted."
"51","want to eat","106","want to eat","cha·na ska","verified_high","food","","","multiple-Garo candidate group","VERIFIED/HIGH — 2026-09-09 (Claude A, NV-153): Thangseng directly confirmed (via Tridip, WhatsApp) 'want to eat = cha.na ska' with no trailing raka dot, superseding the 2026-08-12 Project Owner-input dotted form. Matches 'i want to eat'->'Anga cha·na ska' (2026-08-26, NV-089-lineage) with the subject dropped, same convention used elsewhere in this dictionary for bare-infinitive/no-subject forms."
"52","drink","107","drink","Ringa","verified_high","food","","","multiple-Garo candidate group","VERIFIED/HIGH - 2026-08-16, Claude A, promoted: its blocker ('Drink'->'ring·a', idx 3259) has been superseded as the raka'd 'sing' homophone wrongly tagged for 'drink'. 'Ringa' matches every sibling drink-verb conjugation and corrections.json's own 'drink'->'Ringa'."
"52","drink","2694","Drink","ring·a","superseded","food","","","multiple-Garo candidate group","SUPERSEDED - 2026-08-16, Claude A, corpus-internal contradiction (no native check needed): 'ring·a' is the raka-bearing 'sing' homophone (raka_roots.json, root 'ring' - the drink verb is confirmed no-raka; 'ring·a' is a genuinely different word). This exact value was already fixed in corrections.json 2026-07-23 (RC-CANDIDATE-009) but master_dictionary.json - the canonical compile source - was never updated, so the raka'd value kept silently winning at compile regardless of corrections.json edits. The bare 'VERIFIED/native-speaker' or 'VERIFIED/HIGH' tag has no NV-number, date, or relay chain (every genuine native confirmation in this corpus cites one) and directly contradicts every sibling drink-verb conjugation in the corpus (all raka-free) and the near-identical companion entry 'i want water'->'Anga chi ringna skenga'. Was: variant/VERIFIED/HIGH."
"53","sleep","108","sleep","Tusia","superseded","health","","","multiple-Garo candidate group","SUPERSEDED (duplicate row) — native relay NV-080 (2026-08-17): same word as the now-VERIFIED 'tu·si·a' row for 'sleep', differs only in capitalization/spelling. Retained per citation discipline, not deleted, but not a second independent candidate."
"53","sleep","3036","Sleep","chu·a","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — native relay NV-080 (2026-08-17): not selected; native-confirmed form for 'sleep' is 'tu·si·a'. Retained per citation discipline, not deleted."
"53","sleep","3037","Sleep","tu·si·a","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-17 (Thangseng relay, pickPrimary consolidated batch, NV-080)."
"54","walk","109","walk","Re·a","verified_high","travel","","","multiple-Garo candidate group","VERIFIED/HIGH, PROMOTED TO PRIMARY 2026-09-09 (Claude A) — Project Owner directive explicitly promoted 're·a' to primary for the bare 'walk' key (the separate explicit decision this entry's prior note said it was waiting for), provenance-labeled per .ai/PROJECT_OWNER_AUTHORITY.md. Fixed the actual runtime-shipping layer: src/data/phrase_maps.js['walk'] changed from 're·am·a' to 'Re·a'. Deliberately did NOT retag or otherwise touch the sibling 'Walk'->'re·am·a' row (still verified_high, untagged/neutral) — the re·a/re·am·a relationship (free variant vs. root-vs-durative) remains unconfirmed; that row is left exactly as-is per the same non-single-winner caution used elsewhere (e.g. the pumpkin/ginger/tomato precedent). NOTE: this promotion resolves the phrase_maps.js layer only — compiled_dict.json's own pickPrimary tie-break for the bare 'walk' key is untouched and would still resolve to 're·am·a' if phrase_maps.js's override were ever removed, since re·am·a remains the sole non-variant-tagged candidate there. Flagged as a Runtime Handoff for Claude B, not resolved in this data-layer fix. ORIGINAL 2026-08-30 note (kept for the audit trail, no longer the current status): ""variant/VERIFIED/HIGH — RE-PROMOTED 2026-08-30 (NV-100, direct Thangseng relay via Project Owner/Tridip), overriding the 2026-08-01 corpus-internal-audit SUPERSEDED tag below. Thangseng's own words this session: ""Re.a = to walk"" — direct native confirmation, not corpus-internal reasoning. Tagged as a co-existing variant (not the primary) deliberately: this evidence confirms re·a is a genuine, correct word for ""walk"", but does not address its relationship to the already-VERIFIED 're·am·a' (same key) — whether they're free variants, root-vs-durative forms, or something else is unconfirmed, so the current shipped primary (re·am·a) is left undisturbed rather than silently flipped on an unrelated relay answer. If the Owner wants re·a promoted to primary instead, that is a separate explicit decision. ORIGINAL 2026-08-01 SUPERSEDED note (kept for the audit trail, no longer the current status): ""corpus-internal audit (Claude A): legacy unannotated import, same english key 'walk' has VERIFIED/HIGH form(s) ['re·am·a']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."" See docs/THANGSENG_NATIVE_VALIDATION.md NV-100."""
